"三鼓","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
宋．蘇軾、永遇樂．明月如霜詞",""
"便安","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
唐．元稹、鶯鶯傳",""
"固","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
史記、卷五十五．留侯世家",""
"屯糧","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
明史．卷十三、憲宗本紀一",""
"弄險","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
元．貫雲石、清江引．燒香掃地門半掩曲",""
"弄險","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
三國演義、第九十五回",""
"漫浪","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
唐．元結、遊潓泉示泉上學者詩",""
"熱血","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
元．無名氏、爭報恩．第三折",""
"璊","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
清．厲鶚、東城雜記．卷上．葉居仲",""
"申報","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
元史、卷一○五．刑法志四",""
"畛畦","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
宋．釋文瑩、玉壺詩話",""
"疏隔","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
唐．沈千運、感懷弟妹詩",""
"華胥世","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
警世通言．卷三十二、杜十娘怒沉百寶箱",""
"藻瑩","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
唐、陳鴻．長恨傳",""
"顧","書證的書名、作者、章節之間應該用間隔號「．」而不是頓號「、」：
宋．陸游、邵武縣興造記",""
"三關","釋義中的編號不連號：
「1,2,3,4,5,6,2」",""
"短","釋義中的編號不連號：
「1,2,2」",""
"一腳","詞條內寫『亦作「一腳子」』
可是辭典內並沒有「一腳子」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"一言半語","詞條內寫『亦作「一字半句」、「一句半字」』
可是辭典內並沒有「一句半字」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"丁丁糖","詞條內寫『亦稱為「麻糖」』
可是辭典內並沒有「麻糖」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"七七事變","詞條內寫『亦稱為「蘆溝橋事變」』
可是辭典內並沒有「蘆溝橋事變」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"三司使","詞條內寫『亦稱為「小三司使」』
可是辭典內並沒有「小三司使」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"三大件","詞條內寫『亦稱為「老三大件」、「老三件」』
可是辭典內並沒有「老三件」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"三更半夜","詞條內寫『亦作「半夜三更」、「深更」、「深更半夜」』
可是辭典內並沒有「深更」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"三色菫","詞條內寫『亦稱為「人面花」、「貓兒臉」』
可是辭典內並沒有「人面花」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"不分皁白","詞條內寫『亦作「不分青紅皁白」、「不顧青紅皁白」、「不管青紅皁白」、「不管皁白」、「不知皁白」、「不問青紅白皁」、「不問青紅皁白」、「皁白不分」』
可是辭典內並沒有「不問青紅皁白」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"不搭檔","詞條內寫『亦作「不打當」』
可是辭典內並沒有「不打當」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"丹書鐵券","詞條內寫『亦作「丹書鐵契」、「金書鐵卷」』
可是辭典內並沒有「金書鐵卷」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"交頭接耳","詞條內寫『亦作「接頭交耳」』
可是辭典內並沒有「接頭交耳」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"以佚待勞","詞條內寫『亦作「以逸待勞」、「逸以代勞」、「用逸待勞」』
可是辭典內並沒有「逸以代勞」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"以管窺天","詞條內寫『亦作「管中窺天」、「用管窺天」』
可是辭典內並沒有「管中窺天」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"伯嚭","詞條內寫『亦稱為「太宰嚭」』
可是辭典內並沒有「太宰嚭」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"伯夷","詞條內寫『亦稱為「伯夷父」、「顓頊師」』
可是辭典內並沒有「顓頊師」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"伯夷父","詞條內寫『亦稱為「伯夷」、「顓頊師」』
可是辭典內並沒有「顓頊師」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"佔畢","詞條內寫『亦作「笘畢」』
可是辭典內並沒有「笘畢」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
"供攀","詞條內寫『亦作「樊供」』
可是辭典內並沒有「樊供」條","「編輯說明．凡例．行文特殊用語」說「亦作、亦稱為的詞目皆有收錄」
（是否應改為「或作、或稱為」？)"
